0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
5.108,7.111
5.108,7.111
5.108,7.111
5.108,7.111
5.108,7.111
5.118,7.105
5.118,7.105
5.118,7.105
5.118,7.105
5.118,7.105
5.118,7.105
5.128,7.100
5.128,7.100
5.128,7.100
5.128,7.100
5.128,7.100
4.670,7.369
4.670,7.369
4.670,7.369
4.670,7.369
4.670,7.369
4.670,7.369
5.105,7.105
5.105,7.105
5.105,7.105
5.105,7.105
5.105,7.105
5.028,7.111
5.028,7.111
5.028,7.111
5.028,7.111
5.028,7.111
5.028,7.111
5.006,7.116
5.006,7.116
5.006,7.116
5.006,7.116
5.006,7.116
4.972,7.111
4.972,7.111
4.972,7.111
4.972,7.111
4.972,7.111
4.972,7.111
4.972,7.111
4.972,7.111
4.972,7.111
4.972,7.111
4.972,7.111
4.910,7.139
4.910,7.139
4.910,7.139
4.910,7.139
4.910,7.139
4.910,7.139
4.849,7.168
4.849,7.168
4.849,7.168
4.849,7.168
4.849,7.168
4.859,7.167
4.859,7.167
4.859,7.167
4.859,7.167
4.859,7.167
4.859,7.167
4.840,7.179
4.840,7.179
4.840,7.179
4.840,7.179
4.840,7.179
4.843,7.191
4.843,7.191
4.843,7.191
4.843,7.191
4.843,7.191
4.843,7.191
4.884,7.173
4.884,7.173
4.884,7.173
4.884,7.173
4.884,7.173
4.903,7.161
4.903,7.161
4.903,7.161
4.903,7.161
4.903,7.161
4.903,7.161
4.922,7.150
4.922,7.150
4.922,7.150
4.922,7.150
4.922,7.150
4.931,7.138
4.931,7.138
4.931,7.138
4.931,7.138
4.931,7.138
4.931,7.138
4.688,7.304
4.688,7.304
4.688,7.304
4.688,7.304
4.688,7.304
5.031,7.128
5.031,7.128
5.031,7.128
5.031,7.128
5.031,7.128
5.031,7.128
5.052,7.117
5.052,7.117
5.052,7.117
5.052,7.117
5.052,7.117
5.028,7.116
5.028,7.116
5.028,7.116
5.028,7.116
5.028,7.116
5.028,7.116
4.993,7.116
4.993,7.116
4.993,7.116
4.993,7.116
4.993,7.116
4.971,7.116
4.971,7.116
4.971,7.116
4.971,7.116
4.971,7.116
4.959,7.116
4.959,7.116
4.959,7.116
4.959,7.116
4.959,7.116
4.959,7.116
4.961,7.121
4.961,7.121
4.961,7.121
4.961,7.121
4.961,7.121
4.983,7.116
4.983,7.116
4.983,7.116
4.983,7.116
4.983,7.116
4.983,7.116
4.985,7.112
4.985,7.112
4.985,7.112
4.985,7.112
4.985,7.112
4.973,7.117
4.973,7.117
4.973,7.117
4.973,7.117
4.973,7.117
4.973,7.117
4.962,7.117
4.962,7.117
4.962,7.117
4.962,7.117
4.962,7.117
4.993,7.111
4.993,7.111
4.993,7.111
4.993,7.111
4.993,7.111
4.993,7.111
4.994,7.116
4.994,7.116
4.994,7.116
4.994,7.116
4.994,7.116
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.117
4.985,7.117
4.985,7.117
4.985,7.117
4.985,7.117
4.963,7.122
4.963,7.122
4.963,7.122
4.963,7.122
4.963,7.122
4.963,7.122
4.944,7.129
4.944,7.129
4.944,7.129
4.944,7.129
4.944,7.129
4.932,7.124
4.932,7.124
4.932,7.124
4.932,7.124
4.932,7.124
4.932,7.124
4.931,7.123
4.931,7.123
4.931,7.123
4.931,7.123
4.931,7.123
4.942,7.123
4.942,7.123
4.942,7.123
4.942,7.123
4.942,7.123
4.942,7.123
4.932,7.129
4.932,7.129
4.932,7.129
4.932,7.129
4.932,7.129
4.922,7.145
4.922,7.145
4.922,7.145
4.922,7.145
4.922,7.145
4.922,7.145
4.932,7.144
4.932,7.144
4.932,7.144
4.932,7.144
4.932,7.144
4.954,7.133
4.954,7.133
4.954,7.133
4.954,7.133
4.954,7.133
4.954,7.133
4.941,7.128
4.941,7.128
4.941,7.128
4.941,7.128
4.941,7.128
4.973,7.127
4.973,7.127
4.973,7.127
4.973,7.127
4.973,7.127
4.973,7.127
4.973,7.132
4.973,7.132
4.973,7.132
4.973,7.132
4.973,7.132
4.954,7.138
4.954,7.138
4.954,7.138
4.954,7.138
4.954,7.138
4.954,7.138
4.954,7.128
4.954,7.128
4.954,7.128
4.954,7.128
4.954,7.128
4.965,7.133
4.965,7.133
4.965,7.133
4.965,7.133
4.965,7.133
4.965,7.133
4.965,7.133
4.965,7.133
4.965,7.133
4.965,7.133
4.965,7.133
4.954,7.128
4.954,7.128
4.954,7.128
4.954,7.128
4.954,7.128
4.954,7.128
4.975,7.128
4.975,7.128
4.975,7.128
4.975,7.128
4.975,7.128
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.975,7.122
4.975,7.122
4.975,7.122
4.975,7.122
4.975,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.985,7.122
4.973,7.285
4.973,7.285
4.973,7.285
4.973,7.285
4.973,7.285
4.955,7.134
4.955,7.134
4.955,7.134
4.955,7.134
4.955,7.134
4.955,7.134
4.955,7.139
4.955,7.139
4.955,7.139
4.955,7.139
4.955,7.139
4.944,7.139
4.944,7.139
4.944,7.139
4.944,7.139
4.944,7.139
4.944,7.139
4.954,7.143
4.954,7.143
4.954,7.143
4.954,7.143
4.954,7.143
4.942,7.143
4.942,7.143
4.942,7.143
4.942,7.143
4.942,7.143
4.942,7.138
4.942,7.138
4.942,7.138
4.942,7.138
4.942,7.138
4.942,7.138
4.952,7.133
4.952,7.133
4.952,7.133
4.952,7.133
4.952,7.133
4.952,7.133
4.952,7.133
4.952,7.133
4.952,7.133
4.952,7.133
4.952,7.133
4.962,7.122
4.962,7.122
4.962,7.122
4.962,7.122
4.962,7.122
4.962,7.122
4.962,7.122
4.962,7.122
4.962,7.122
4.962,7.122
4.962,7.122
4.961,7.116
4.961,7.116
4.961,7.116
4.961,7.116
4.961,7.116
4.949,7.121
4.949,7.121
4.949,7.121
4.949,7.121
4.949,7.121
4.949,7.121
4.928,7.122
4.928,7.122
4.928,7.122
4.928,7.122
4.928,7.122
4.931,7.133
4.931,7.133
4.931,7.133
4.931,7.133
4.931,7.133
4.931,7.133
4.921,7.139
4.921,7.139
4.921,7.139
4.921,7.139
4.921,7.139
4.932,7.284
4.932,7.284
4.932,7.284
4.932,7.284
4.932,7.284
4.932,7.284
4.932,7.139
4.932,7.139
4.932,7.139
4.932,7.139
4.932,7.139
4.942,7.138
4.942,7.138
4.942,7.138
4.942,7.138
4.942,7.138
4.942,7.138
4.952,7.128
4.952,7.128
4.952,7.128
4.952,7.128
4.952,7.128
4.926,7.100
4.926,7.100
4.926,7.100
4.926,7.100
4.926,7.100
4.926,7.100
4.891,7.069
4.891,7.069
4.891,7.069
4.891,7.069
4.891,7.069
4.832,7.011
4.832,7.011
4.832,7.011
4.832,7.011
4.832,7.011
4.832,7.011
4.795,6.963
4.795,6.963
4.795,6.963
4.795,6.963
4.795,6.963
4.760,6.941
4.760,6.941
4.760,6.941
4.760,6.941
4.760,6.941
4.760,6.941
4.769,6.920
4.769,6.920
4.769,6.920
4.769,6.920
4.769,6.920
4.767,6.904
4.767,6.904
4.767,6.904
4.767,6.904
4.767,6.904
4.767,6.904
4.756,6.893
4.756,6.893
4.756,6.893
4.756,6.893
4.756,6.893
4.756,6.882
4.756,6.882
4.756,6.882
4.756,6.882
4.756,6.882
4.756,6.882
4.746,6.882
4.746,6.882
4.746,6.882
4.746,6.882
4.746,6.882
4.766,6.887
4.766,6.887
4.766,6.887
4.766,6.887
4.766,6.887
4.766,6.887
4.788,6.893
4.788,6.893
4.788,6.893
4.788,6.893
4.788,6.893
4.788,6.898
4.788,6.898
4.788,6.898
4.788,6.898
4.788,6.898
4.788,6.898
4.821,6.898
4.821,6.898
4.821,6.898
4.821,6.898
4.821,6.898
4.832,6.903
4.832,6.903
4.832,6.903
4.832,6.903
4.832,6.903
4.832,6.903
4.810,6.908
4.810,6.908
4.810,6.908
4.810,6.908
4.810,6.908
4.789,6.919
4.789,6.919
4.789,6.919
4.789,6.919
4.789,6.919
4.789,6.919
4.788,6.914
4.788,6.914
4.788,6.914
4.788,6.914
4.788,6.914
4.789,6.919
4.789,6.919
4.789,6.919
4.789,6.919
4.789,6.919
4.789,6.919
4.801,6.935
4.801,6.935
4.801,6.935
4.801,6.935
4.801,6.935
4.801,6.941
4.801,6.941
4.801,6.941
4.801,6.941
4.801,6.941
4.801,6.941
4.758,6.925
4.758,6.925
4.758,6.925
4.758,6.925
4.758,6.925
4.734,6.877
